cellID,bryozoans_hard_branching-bryozoans,bryozoans_hard_encrusting-bryozoans,bryozoans_hard_fenestrate-bryozoans,bryozoans_hard_massive-bryozoans,bryozoans_soft_dendroid-bryozoans,bryozoans_soft_foliaceous-bryozoans,hydrocorals_branching-stylasterids,urchin_regular_pencil-cidaroida,basket_snake_stars-euryalida,crinoid_stalked-crinoid_stalked,polychaete-serpulidae,brachiopods-brachiopoda,antarctic_scallop-antarctic_scallop,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_mushroom-alcyonacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,stony_corals_solitary-scleractinia,octocorals_whip-gorgonacea,anemones_colonial-zoantharia,ascidians_stalked_colonial-ascidiacea,ascidians_stalked_solitary-ascidiacea,ascidians_unstalked_colonial-ascidiacea,ascidians_unstalked_solitary-ascidiacea,octocorals_whip-alcyonacea,anemones_colonial-corallimorpharia,sponges_crust-porifera,sponges_cup-porifera,sponges_erect-porifera,sponges_massive-porifera,octocorals_branching-gorgonacea,octocorals_branching-alcyonacea,octocorals-pennatulacea,octocorals-antipatharia
31432653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14409679007154672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047039399090854854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005241141109785987,0.0,0.0,0.0
31638180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11131981506727981,0.0,0.0,0.09177074257419446,0.0,0.0,0.0,0.0,0.0,0.07644891380447101,0.0,0.04010143137641803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22769278417089242,0.0,0.0,0.0
31672668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334695680750538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31686003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01159888039709768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025723200471273713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31739337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030488926955659176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31739338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676218178057339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31770108,1.6666666666666667,0.0,0.0,0.1851851851851852,0.3703703703703704,0.3703703703703704,0.1851851851851852,0.0,0.43681674296004436,0.0,0.0,0.0,0.0,0.0,0.0,0.48936023245967464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06166303026080961,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.7407407407407408,0.8707522898237039,0.0,0.0,0.0
31770110,9.722222222222223,0.23148148148148145,0.0,1.1574074074074074,3.935185185185185,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1810224721097393,0.22277985482337093,0.0,0.022493379654812594,0.0,0.0,0.0,0.0,0.06032300619129822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0846640627135997,0.0,0.0,0.0
31783444,7.716049382716049,0.0,0.30864197530864196,0.30864197530864196,1.8518518518518516,0.9259259259259258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21032697833026137,0.0,0.06832955205989408,0.0,0.0,0.0,0.0,0.011760127614107009,0.0,0.0,0.0,0.0,0.0,0.0,0.30864197530864196,0.22353959842256907,0.4551109141091809,0.0,0.0
31783445,5.555555555555555,0.0,0.0,0.0,7.4074074074074066,2.7777777777777777,0.0,0.0,0.16269851670855537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417336840504036,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,1.0783849713582077,0.0,0.0,0.0
